GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (GPS)(km/h),Altitude (GPS)(m),Acceleration Sensor(Total)(g),Acceleration Sensor(Z axis)(g),Engine Load(%),Engine Coolant Temperature(°C),Fuel pressure(kPa),Intake Manifold Pressure(kPa),Engine RPM(rpm),Speed (OBD)(km/h),Mass Air Flow Rate(g/s),Intake Air Temperature(°C),Timing Advance(°),Throttle Position(%),Fuel Level(%),Voltage(V),Kilometers Per Litre(kpl),Kilometers Per Litre(Average)(kpl),Trip Distance(km),Trip average MPG(mpg),Trip average KPL(kpl),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Ambient air temp(°C),Barometric pressure(kPa),Litres Per 100 Kilometer(l/100km),Litres Per 100 Kilometer(Average)(l/100km)
Sun Mar 08 01:01:46 MEZ 2015,08-Mär.-2015 01:01:45.190,6.03822123,50.77849876,9.013878,11.0,247.0,179.6,-0.37349546,-9.931149,2.2930467,0.058681667,32.44995880126953,247.0,0.0586816668510437,0.13374584913253784,45.882354736328125,28.0,-,109.0,1088.0,38.0,26.65999984741211,13.0,-,30.980392456054688,-,14.5600004196167,4.3068742752075195,6.078648567199707,0.7962707877159119,-,-,-0.03807292878627777,-1.0123494863510132,4.0,100.0,23.21849250793457,16.450881958007813
Sun Mar 08 01:01:47 MEZ 2015,08-Mär.-2015 01:01:46.186,6.03824403,50.77841695,9.513149,11.0,248.0,177.4,-0.26156655,-9.523536,2.19249,0.019387782,34.247337341308594,248.0,0.019387781620025635,0.14003032445907593,76.47058868408203,28.0,-,116.0,1119.5,38.0,18.940000534057617,10.0,-,83.52941131591797,-,14.579999923706055,6.062368869781494,6.084829330444336,0.8055126667022705,-,-,-0.02666325494647026,-0.9707987308502197,4.0,100.0,16.495058059692383,16.434171676635742
Sun Mar 08 01:01:48 MEZ 2015,08-Mär.-2015 01:01:47.193,6.03822875,50.77829686,10.511898,10.0,249.0,179.1,-0.38187516,-10.075399,2.5594015,0.07938784,37.842830657958984,249.0,0.0793878436088562,0.16089719533920288,74.11764526367188,28.0,-,117.0,1146.5,39.0,18.65999984741211,10.0,-,83.52941131591797,-,14.619999885559082,6.3152666091918945,6.084829330444336,0.8189153671264648,-,-,-0.03892713040113449,-1.027053952217102,4.0,100.0,15.834506034851074,16.434171676635742
Sun Mar 08 01:01:49 MEZ 2015,08-Mär.-2015 01:01:48.186,6.03823259,50.77819304,10.761621,10.0,247.0,178.8,-0.16819267,-9.785701,2.6994624,0.053923666,38.74183654785156,247.0,0.05392366647720337,0.1751745492219925,74.11764526367188,29.0,-,117.0,1162.0,40.0,17.989999771118164,10.0,-,83.52941131591797,-,14.699999809265137,6.718426704406738,6.095994472503662,0.8304678797721863,-,-,-0.01714502088725567,-0.9975229501724243,4.0,100.0,14.884306907653809,16.404069900512695
Sun Mar 08 01:01:50 MEZ 2015,08-Mär.-2015 01:01:49.185,6.03824871,50.77810315,11.011357,10.0,248.0,178.0,0.1448492,-9.294889,2.4905684,2.6524067E-5,39.64088439941406,248.0,2.6524066925048828E-5,0.15388056635856628,75.29412078857422,29.0,-,117.0,1168.0,40.0,18.190000534057617,10.0,-,83.52941131591797,-,14.699999809265137,6.644556999206543,6.10230016708374,0.8405320644378662,-,-,0.014765462838113308,-0.9474912285804749,4.0,100.0,15.04978084564209,16.387121200561523
Sun Mar 08 01:01:51 MEZ 2015,08-Mär.-2015 01:01:50.186,6.03824997,50.77800867,11.011357,10.0,249.0,178.5,-0.22146365,-9.901221,2.8287494,0.06892449,39.64088439941406,249.0,0.06892448663711548,0.18835365772247314,74.90196228027344,29.0,-,117.0,1188.0,40.0,18.360000610351563,10.0,-,83.52941131591797,-,14.579999923706055,6.583033084869385,6.111486911773682,0.8510427474975586,-,-,-0.022575294598937035,-1.0092988014221191,4.0,100.0,15.190433502197266,16.362485885620117
Sun Mar 08 01:01:52 MEZ 2015,08-Mär.-2015 01:01:51.191,6.0382554,50.77791058,11.011357,10.0,250.0,179.3,0.3345897,-9.56723,2.328361,0.023297846,39.64088439941406,250.0,0.02329784631729126,0.13734567165374756,72.1568603515625,29.0,-,117.0,1178.0,41.0,18.329999923706055,10.0,-,83.52941131591797,-,14.619999885559082,6.758653163909912,6.118677616119385,0.8619613647460938,-,-,0.03410699963569641,-0.9752528071403503,4.0,100.0,14.7957181930542,16.343257904052734
Sun Mar 08 01:01:53 MEZ 2015,08-Mär.-2015 01:01:52.186,6.03827835,50.7778058,11.011357,10.0,250.0,178.7,0.25318682,-9.327211,2.1865046,-0.0040977597,39.64088439941406,250.0,-0.00409775972366333,0.12288527935743332,74.50980377197266,29.0,-,117.0,1187.0,41.0,18.610000610351563,10.0,-,83.52941131591797,-,14.640000343322754,6.656964302062988,6.124593257904053,0.8737293481826782,-,-,0.02580905333161354,-0.9507860541343689,4.0,100.0,15.021730422973633,16.327472686767578
Sun Mar 08 01:01:54 MEZ 2015,08-Mär.-2015 01:01:53.190,6.03827509,50.77770386,11.261106,10.0,250.0,178.6,0.076015905,-9.315839,2.2840683,-0.0032162666,40.53997802734375,250.0,-0.003216266632080078,0.13283061981201172,77.2549057006836,30.0,-,117.0,1191.5,41.0,19.520000457763672,10.0,-,83.52941131591797,-,14.699999809265137,6.346624851226807,6.127007007598877,0.885071873664856,-,-,0.0077488175593316555,-0.9496267437934875,4.0,100.0,15.756269454956055,16.321041107177734
Sun Mar 08 01:01:55 MEZ 2015,08-Mär.-2015 01:01:54.197,6.03829339,50.77760513,11.261106,10.0,250.0,178.5,-0.19632454,-10.721235,3.0573955,0.15563458,40.53997802734375,250.0,0.1556345820426941,0.21166110038757324,76.47058868408203,30.0,-,119.0,1188.5,41.0,19.690000534057617,10.0,-,83.52941131591797,-,14.579999923706055,6.291828632354736,6.12877893447876,0.8961305618286133,-,-,-0.020012695342302322,-1.092888355255127,4.0,100.0,15.893491744995117,16.316320419311523
Sun Mar 08 01:01:56 MEZ 2015,08-Mär.-2015 01:01:55.211,6.03831014,50.77751297,11.261106,10.0,251.0,178.2,-0.18674773,-9.711481,1.9698294,0.029295862,40.53997802734375,251.0,0.03507906198501587,0.11171966046094894,79.60784149169922,30.0,-,122.0,1197.0,41.0,20.549999237060547,10.0,-,83.52941131591797,-,14.680000305175781,6.028521537780762,6.127712249755859,0.906450629234314,-,-,-0.06748183071613312,-0.9914825558662415,4.0,100.0,16.587671279907227,16.319162368774414
Sun Mar 08 01:01:57 MEZ 2015,08-Mär.-2015 01:01:56.189,6.03832257,50.77739604,11.510864,10.0,251.0,178.0,-0.090381116,-9.925761,2.48159,0.06198424,41.439109802246094,251.0,0.061984241008758545,0.15296533703804016,79.21569061279297,30.0,-,123.0,1199.5,41.0,21.579999923706055,10.0,-,83.52941131591797,-,14.720000267028809,5.740783214569092,6.1236395835876465,0.9194878935813904,-,-,-0.009213161654770374,-1.0118002891540527,4.0,100.0,17.4190731048584,16.330015182495117
Sun Mar 08 01:01:57 MEZ 2015,08-Mär.-2015 01:01:57.182,6.03832257,50.77739604,11.510864,10.0,251.0,178.0,-0.1448492,-9.527127,2.2828712,0.017765462,41.439109802246094,251.0,0.017765462398529053,0.1327085942029953,82.74510192871094,31.0,-,126.0,1209.5,42.0,22.940000534057617,10.0,-,83.52941131591797,-,14.640000343322754,5.532157897949219,6.1236395835876465,0.9194878935813904,-,-,-0.014765462838113308,-0.9711648225784302,4.0,100.0,18.075971603393555,16.330015182495117
Sun Mar 08 01:01:59 MEZ 2015,08-Mär.-2015 01:01:58.185,6.03833543,50.77719438,11.510864,10.0,254.0,179.3,0.06404489,-9.367912,2.231396,6.7305565E-4,41.439109802246094,254.0,6.730556488037109E-4,0.12746135890483856,80.39215850830078,31.0,-,130.0,1216.0,42.0,22.329999923706055,10.0,-,83.52941131591797,-,14.680000305175781,5.68328332901001,6.112656116485596,0.941942036151886,-,-,0.006528531201183796,-0.9549349546432495,4.0,100.0,17.59531021118164,16.359357833862305
Sun Mar 08 01:02:00 MEZ 2015,08-Mär.-2015 01:01:59.189,6.03833168,50.77709577,11.510864,10.0,255.0,180.0,0.44472298,-10.059238,1.9847932,0.0651589,41.439109802246094,255.0,0.0651589035987854,0.10232346504926682,80.39215850830078,31.0,-,129.0,1215.5,42.0,22.020000457763672,10.0,-,83.52941131591797,-,14.680000305175781,5.763293266296387,6.112656116485596,0.9529150128364563,-,-,0.045333635061979294,-1.0254064798355103,4.0,100.0,17.351037979125977,16.359357833862305
Sun Mar 08 01:02:01 MEZ 2015,08-Mär.-2015 01:02:00.194,6.03832762,50.77699097,11.510864,10.0,255.0,178.8,0.4878186,-9.673173,2.1655555,0.030682862,41.439109802246094,255.0,0.030682861804962158,0.12074979394674301,78.4313735961914,31.0,-,127.0,1209.0,42.0,21.829999923706055,10.0,-,83.52941131591797,-,14.579999923706055,5.813454627990723,6.109602451324463,0.9645769000053406,-,-,0.049726665019989014,-0.9860522747039795,4.0,100.0,17.201326370239258,16.36753273010254
Sun Mar 08 01:02:02 MEZ 2015,08-Mär.-2015 01:02:01.187,6.03832826,50.77688641,11.510864,10.0,255.0,179.1,-0.024540568,-9.105149,2.0638018,-0.029303193,41.439109802246094,255.0,-0.02930319309234619,0.11037734895944595,79.21569061279297,31.0,-,126.0,1206.5,42.0,20.940000534057617,10.0,-,83.52941131591797,-,14.640000343322754,6.060540199279785,6.107291221618652,0.9762086868286133,-,-,-0.0025015869177877903,-0.9281497597694397,4.0,100.0,16.500036239624023,16.373727798461914
Sun Mar 08 01:02:03 MEZ 2015,08-Mär.-2015 01:02:02.185,6.03833834,50.7767853,11.760633,11.0,256.0,177.4,-0.2885013,-9.585187,2.5755625,0.031168997,42.338279724121094,256.0,0.031168997287750244,0.1625445932149887,75.29412078857422,32.0,-,124.0,1195.5,41.0,19.690000534057617,10.0,-,83.52941131591797,-,14.619999885559082,6.291828632354736,6.1091179847717285,0.987479031085968,-,-,-0.0294088963419199,-0.9770832657814026,4.0,100.0,15.893491744995117,16.368831634521484
Sun Mar 08 01:02:04 MEZ 2015,08-Mär.-2015 01:02:03.188,6.03834104,50.7766746,11.760633,11.0,256.0,177.4,0.0053869537,-9.091981,2.3654714,-0.023338675,42.338279724121094,256.0,0.08310705423355103,0.16974426805973053,76.47058868408203,32.0,-,121.0,1171.5,41.0,19.270000457763672,10.0,-,83.52941131591797,-,14.699999809265137,6.428962707519531,6.112253665924072,0.9997951984405518,-,-,0.014338362962007523,-1.0292503833770752,4.0,100.0,15.554472923278809,16.36043357849121
Sun Mar 08 01:02:05 MEZ 2015,08-Mär.-2015 01:02:04.184,6.03834799,50.77658472,11.510864,11.0,256.0,177.5,0.06344634,-10.034698,2.2547395,0.06742889,41.439109802246094,256.0,0.06742888689041138,0.1298409253358841,78.82353210449219,32.0,-,121.0,1164.5,40.0,19.940000534057617,9.0,-,83.52941131591797,-,14.579999923706055,6.061408519744873,6.112253665924072,1.0098057985305786,-,-,0.006467516999691725,-1.022904872894287,4.0,100.0,16.497671127319336,16.36043357849121
Sun Mar 08 01:02:06 MEZ 2015,08-Mär.-2015 01:02:05.190,6.03834832,50.7764834,11.261106,12.0,257.0,178.3,0.15562311,-9.526528,2.4498668,0.02182597,40.53997802734375,257.0,0.021825969219207764,0.1497315764427185,78.03921508789063,32.0,-,121.0,1154.0,40.0,19.770000457763672,10.0,-,83.52941131591797,-,14.640000343322754,6.11353063583374,6.1122660636901855,1.021077036857605,-,-,0.015863720327615738,-0.9711037874221802,4.0,100.0,16.357017517089844,16.360401153564453
Sun Mar 08 01:02:07 MEZ 2015,08-Mär.-2015 01:02:06.187,6.03836962,50.77639099,10.761621,13.0,258.0,176.6,0.0676362,-9.647436,2.0787656,-0.030718148,38.74183654785156,258.0,-0.03071814775466919,0.12294630706310272,79.21569061279297,32.0,-,122.0,1150.0,40.0,20.610000610351563,9.0,-,83.52941131591797,-,14.680000305175781,5.86436128616333,6.109740734100342,1.0314662456512451,-,-,-0.002013472141698003,-0.9237567186355591,4.0,100.0,17.052005767822266,16.367162704467773
Sun Mar 08 01:02:08 MEZ 2015,08-Mär.-2015 01:02:07.186,6.03828281,50.77626432,12.010412,14.0,258.0,187.5,0.15322891,-9.568427,1.8986019,0.013513267,43.237483978271484,258.0,0.013513267040252686,0.09353739768266678,78.4313735961914,32.0,-,124.0,1156.0,40.0,21.079999923706055,10.0,-,83.52941131591797,-,14.680000305175781,5.733609676361084,6.109740734100342,1.046830415725708,-,-,0.015619663521647453,-0.9753748178482056,4.0,100.0,17.440866470336914,16.367162704467773
Sun Mar 08 01:02:09 MEZ 2015,08-Mär.-2015 01:02:08.184,6.03832205,50.77618338,11.261106,12.0,256.0,179.8,0.30945057,-9.825804,2.3355439,0.049000323,40.53997802734375,256.0,0.049000322818756104,0.13807787001132965,76.47058868408203,33.0,-,124.0,1168.5,40.0,19.90999984741211,10.0,-,83.52941131591797,-,14.699999809265137,6.070541858673096,6.10655403137207,1.0562503337860107,-,-,0.03154439851641655,-1.0016109943389893,4.0,100.0,16.472848892211914,16.375703811645508
Sun Mar 08 01:02:10 MEZ 2015,08-Mär.-2015 01:02:09.186,6.03834175,50.77609854,11.011357,12.0,259.0,178.6,-0.16639702,-9.801263,2.4971523,0.05016619,39.64088439941406,259.0,0.050166189670562744,0.15455171465873718,74.90196228027344,33.0,-,122.0,1165.0,40.0,19.299999237060547,9.0,-,83.52941131591797,-,14.680000305175781,6.262409210205078,6.108010768890381,1.065790057182312,-,-,-0.016961978748440742,-0.9991093277931213,4.0,100.0,15.968155860900879,16.37179946899414
Sun Mar 08 01:02:11 MEZ 2015,08-Mär.-2015 01:02:10.187,6.03833311,50.77600774,11.011357,11.0,261.0,178.4,0.004189853,-10.162787,2.3894134,0.08321017,39.64088439941406,261.0,0.08321017026901245,0.14356914162635803,71.76470947265625,33.0,-,119.0,1164.0,40.0,18.65999984741211,9.0,-,83.52941131591797,-,14.680000305175781,6.477197170257568,6.108010768890381,1.0759093761444092,-,-,4.271001962479204E-4,-1.0359619855880737,4.0,100.0,15.438642501831055,16.37179946899414
Sun Mar 08 01:02:12 MEZ 2015,08-Mär.-2015 01:02:11.183,6.03833065,50.77590678,11.011357,12.0,262.0,180.1,0.2861071,-10.25257,2.565387,0.09672922,39.64088439941406,262.0,0.09672921895980835,0.16150733828544617,76.47058868408203,33.0,-,118.0,1167.5,41.0,19.190000534057617,9.0,-,83.52941131591797,-,14.680000305175781,6.455763339996338,6.1151347160339355,1.0871418714523315,-,-,0.029164839535951614,-1.0451141595840454,4.0,100.0,15.489899635314941,16.35272789001465
Sun Mar 08 01:02:13 MEZ 2015,08-Mär.-2015 01:02:12.185,6.03831119,50.77580291,10.761621,11.0,261.0,179.6,0.25857377,-9.566631,2.148796,0.018836379,38.74183654785156,261.0,0.018836379051208496,0.11904139816761017,74.50980377197266,34.0,-,119.0,1159.5,40.0,18.969999313354492,9.0,-,83.52941131591797,-,14.640000343322754,6.371349334716797,6.1174635887146,1.0987780094146729,-,-,0.02635818161070347,-0.9751917123794556,4.0,100.0,15.695124626159668,16.34650230407715
Sun Mar 08 01:02:14 MEZ 2015,08-Mär.-2015 01:02:13.189,6.03830873,50.77568852,11.011357,10.0,261.0,177.7,-0.32441434,-9.595961,2.630629,0.033810914,39.64088439941406,261.0,0.03381091356277466,0.1681579053401947,52.94117736816406,34.0,-,118.0,1157.5,40.0,16.239999771118164,9.0,-,83.52941131591797,-,14.699999809265137,7.442394733428955,6.12939977645874,1.1115044355392456,-,-,-0.033069759607315063,-0.9781814813613892,4.0,100.0,13.436418533325195,16.314668655395508
Sun Mar 08 01:02:15 MEZ 2015,08-Mär.-2015 01:02:14.198,6.03832369,50.77557995,10.761621,10.0,261.0,176.4,-0.34117374,-9.490017,2.4067712,0.017613173,38.74183654785156,261.0,0.01761317253112793,0.14533855020999908,54.11764907836914,34.0,-,109.0,1123.5,39.0,12.470000267028809,8.0,-,83.52941131591797,-,14.680000305175781,9.45011043548584,6.1863179206848145,1.1236282587051392,-,-,-0.034778159111738205,-0.9673818945884705,4.0,100.0,10.581794738769531,16.16456413269043
Sun Mar 08 01:02:16 MEZ 2015,08-Mär.-2015 01:02:15.185,6.03832996,50.77547587,10.262188,10.0,260.0,177.7,-0.39384618,-9.55047,2.4396915,0.02460891,36.94387435913086,260.0,0.024608910083770752,0.14869435131549835,85.49019622802734,34.0,-,108.0,1111.0,38.0,16.829999923706055,8.0,-,83.52941131591797,-,14.5600004196167,6.822416305541992,6.191897869110107,1.135214924812317,-,-,-0.04014741629362106,-0.9735443592071533,4.0,100.0,14.657435417175293,16.149995803833008
Sun Mar 08 01:02:17 MEZ 2015,08-Mär.-2015 01:02:16.185,6.03833594,50.77536931,10.761621,11.0,260.0,175.9,-0.219668,-9.710283,2.3870192,0.03854996,38.74183654785156,260.0,0.038549959659576416,0.1433250904083252,75.29412078857422,35.0,-,113.0,1107.5,38.0,17.40999984741211,8.0,-,83.52941131591797,-,14.640000343322754,6.595132827758789,6.195404052734375,1.1470766067504883,-,-,-0.02239225246012211,-0.9898351430892944,4.0,100.0,15.162564277648926,16.14085578918457
Sun Mar 08 01:02:18 MEZ 2015,08-Mär.-2015 01:02:17.206,6.03833177,50.77527244,10.262188,10.0,262.0,179.1,-0.29388827,-9.555858,2.7802668,0.03392738,36.94387435913086,262.0,0.03392738103866577,0.18341149389743805,61.17647171020508,35.0,-,111.0,1085.0,38.0,12.989999771118164,8.0,-,83.52941131591797,-,14.640000343322754,8.839203834533691,6.2048821449279785,1.157856822013855,-,-,-0.029958028346300125,-0.974093496799469,4.0,100.0,11.31313705444336,16.116201400756836
Sun Mar 08 01:02:19 MEZ 2015,08-Mär.-2015 01:02:18.196,6.03831238,50.77518548,9.513149,10.0,263.0,183.5,-0.2813187,-9.531916,3.0220811,0.038722217,34.247337341308594,263.0,0.038722217082977295,0.20806127786636353,4.313725471496582,35.0,-,107.0,1045.0,36.0,8.4399995803833,7.0,-,83.52941131591797,-,14.579999923706055,12.888394355773926,6.2620062828063965,1.1676268577575684,-,-,-0.028676725924015045,-0.9716529250144958,4.0,100.0,7.758851051330566,15.969183921813965
Sun Mar 08 01:02:20 MEZ 2015,08-Mär.-2015 01:02:19.188,6.03830831,50.77510845,9.013878,11.0,265.0,183.6,-0.39025488,-9.900024,2.8060043,0.06868392,32.44995880126953,265.0,0.068683922290802,0.18603509664535522,83.52941131591797,35.0,-,102.0,981.0,34.0,6.940000057220459,3.0,-,83.52941131591797,-,14.619999885559082,14.803288459777832,6.334389686584473,1.1762007474899292,-,-,-0.03978133201599121,-1.0091767311096191,4.0,100.0,6.755196571350098,15.786702156066895
Sun Mar 08 01:02:21 MEZ 2015,08-Mär.-2015 01:02:20.225,6.03830214,50.77502503,8.764274,12.0,265.0,183.2,-0.030526072,-9.71986,2.40318,0.028905928,31.55138397216797,265.0,0.028905928134918213,0.1028725802898407,88.23529815673828,35.0,-,105.0,972.5,33.0,15.520000457763672,9.0,-,83.52941131591797,-,14.619999885559082,6.424820423126221,6.341498851776123,1.1854909658432007,-,-,-0.00811490323394537,-0.9892860651016235,5.0,100.0,15.564501762390137,15.769004821777344
Sun Mar 08 01:02:22 MEZ 2015,08-Mär.-2015 01:02:21.187,6.03832693,50.77494621,8.764274,11.0,265.0,181.6,-0.059855044,-9.65821,2.0901382,0.026336014,31.55138397216797,265.0,0.02633601427078247,0.11306200176477432,94.90196228027344,35.0,-,111.0,978.5,34.0,17.690000534057617,10.0,-,83.52941131591797,-,14.619999885559082,5.8075079917907715,6.337086200714111,1.1944319009780884,-,-,-0.0061014313250780106,-0.9845269322395325,5.0,100.0,17.21893882751465,15.779985427856445
Sun Mar 08 01:02:23 MEZ 2015,08-Mär.-2015 01:02:22.200,6.03835715,50.77486804,9.263504,11.0,264.0,181.0,0.48362875,-10.759542,2.408567,0.14401859,33.34861373901367,264.0,0.14401859045028687,0.1455216109752655,83.13725280761719,36.0,-,118.0,999.0,34.0,18.469999313354492,10.0,-,83.52941131591797,-,14.619999885559082,5.562253475189209,6.330735206604004,1.2033852338790894,-,-,0.049299564212560654,-1.096793293952942,5.0,100.0,17.978168487548828,15.795815467834473
Sun Mar 08 01:02:24 MEZ 2015,08-Mär.-2015 01:02:23.198,6.0383762,50.77477908,9.762812,11.0,263.0,181.0,0.75836337,-9.77792,2.5192988,0.0511809,35.146121978759766,263.0,0.051180899143218994,0.1568092554807663,78.03921508789063,36.0,-,120.0,1019.0,35.0,18.489999771118164,10.0,-,83.52941131591797,-,14.640000343322754,5.719655513763428,6.322082042694092,1.2133723497390747,-,-,0.0773051306605339,-0.9967297911643982,5.0,100.0,17.483417510986328,15.817436218261719
Sun Mar 08 01:02:25 MEZ 2015,08-Mär.-2015 01:02:24.186,6.03835424,50.77468147,9.762812,11.0,263.0,182.6,0.24660277,-10.245388,2.292448,0.08950192,35.146121978759766,263.0,0.08950191736221313,0.13368481397628784,77.2549057006836,36.0,-,121.0,1015.0,35.0,17.579999923706055,10.0,-,83.52941131591797,-,14.5600004196167,6.015724182128906,6.319631099700928,1.224340796470642,-,-,0.025137895718216896,-1.0443819761276245,5.0,100.0,16.622957229614258,15.823569297790527
Sun Mar 08 01:02:26 MEZ 2015,08-Mär.-2015 01:02:25.189,6.03836361,50.77460201,10.012492,11.0,262.0,179.6,0.20171149,-9.465476,2.291251,0.011959374,36.04497146606445,262.0,0.011959373950958252,0.13356278836727142,74.50980377197266,36.0,-,121.0,1021.5,35.0,16.65999984741211,10.0,-,83.52941131591797,-,14.640000343322754,6.347924709320068,6.319855690002441,1.233204960823059,-,-,0.02056182362139225,-0.9648802876472473,5.0,100.0,15.753042221069336,15.823007583618164
Sun Mar 08 01:02:27 MEZ 2015,08-Mär.-2015 01:02:26.184,6.03836712,50.77451807,9.762812,11.0,262.0,179.6,0.2801216,-9.683349,3.2836475,0.061689556,35.146121978759766,262.0,0.061689555644989014,0.2347245216369629,21.960784912109375,36.0,-,103.0,885.5,34.0,16.079999923706055,9.0,-,30.980392456054688,-,14.619999885559082,6.388980865478516,6.325307369232178,1.2425460815429688,-,-,0.028554698452353477,-0.9870895147323608,5.0,100.0,15.651811599731445,15.809370040893555
Sun Mar 08 01:02:28 MEZ 2015,08-Mär.-2015 01:02:27.186,6.03835506,50.77444691,8.764274,11.0,264.0,180.3,0.09636662,-9.454104,2.7192147,0.021840036,31.55138397216797,264.0,0.021840035915374756,0.17718803882598877,23.13725471496582,37.0,-,102.0,1351.0,32.0,12.1899995803833,7.0,-,83.52941131591797,-,14.5600004196167,7.932042598724365,6.337762832641602,1.2505078315734863,-,-,0.00982330460101366,-0.9637210965156555,5.0,100.0,12.606983184814453,15.778300285339355
Sun Mar 08 01:02:29 MEZ 2015,08-Mär.-2015 01:02:28.186,6.03836553,50.77438318,8.01561,11.0,266.0,180.5,-0.088585466,-9.693524,3.2890346,0.062496245,28.85619354248047,266.0,0.06249624490737915,0.23527365922927856,0.3921568691730499,37.0,-,101.0,1277.5,31.0,10.609999656677246,7.0,-,83.52941131591797,-,14.680000305175781,8.828462600708008,6.356922149658203,1.2576357126235962,-,-,-0.009030118584632874,-0.988126814365387,5.0,100.0,11.326902389526367,15.730746269226074
Sun Mar 08 01:02:30 MEZ 2015,08-Mär.-2015 01:02:29.188,6.03837206,50.7743248,7.7661123,11.0,266.0,179.5,-0.142455,-8.973468,3.8839936,0.04063958,27.958003997802734,266.0,0.04063957929611206,0.29976579546928406,0.3921568691730499,37.0,-,100.0,903.5,25.0,6.579999923706055,4.0,-,83.52941131591797,-,14.619999885559082,11.480289459228516,6.429230213165283,1.2641464471817017,-,-,-0.028615711256861687,-0.9397424459457397,5.0,100.0,8.710505485534668,15.553826332092285
Sun Mar 08 01:02:31 MEZ 2015,08-Mär.-2015 01:02:30.191,6.03835647,50.77426565,7.017834,11.0,266.0,182.2,-1.6603789,-9.671976,3.2357635,0.072328985,25.264202117919922,266.0,0.07232898473739624,0.2298433780670166,27.45098114013672,37.0,-,100.0,896.0,21.0,7.860000133514404,3.0,-,83.52941131591797,-,14.5600004196167,8.073010444641113,6.44158935546875,1.270817756652832,-,-,-0.16925370693206787,-0.9859302639961243,5.0,100.0,12.386844635009766,15.5239839553833
Sun Mar 08 01:02:32 MEZ 2015,08-Mär.-2015 01:02:31.188,6.03833185,50.77418958,6.768493,11.0,266.0,190.3,-2.0177135,-9.962274,3.2794578,0.1077351,24.366575241088867,266.0,0.10773509740829468,0.23429742455482483,23.92156982421875,37.0,-,101.0,1154.5,19.0,8.380000114440918,3.0,-,83.52941131591797,-,14.579999923706055,6.8509111404418945,6.444643974304199,1.2794564962387085,-,-,-0.205679252743721,-1.0155222415924072,5.0,100.0,14.596470832824707,15.51662540435791
Sun Mar 08 01:02:33 MEZ 2015,08-Mär.-2015 01:02:32.190,6.03830804,50.77415542,5.5226803,12.0,266.0,200.7,-2.397793,-9.935339,1.8632874,0.07802576,19.881649017333984,266.0,0.07802575826644897,0.08993755280971527,74.90196228027344,38.0,-,107.0,1319.0,20.0,21.65999984741211,5.0,-,83.52941131591797,-,14.680000305175781,2.790039300918579,6.401701927185059,1.2836111783981323,-,-,-0.24442334473133087,-1.0127766132354736,5.0,100.0,35.84147644042969,15.620709419250488
Sun Mar 08 01:02:34 MEZ 2015,08-Mär.-2015 01:02:33.192,6.03828661,50.7741487,4.031129,12.0,266.0,217.1,-0.7164649,-10.260351,1.2856863,0.07561368,14.512063980102539,266.0,0.07561367750167847,0.031058739870786667,85.09803771972656,38.0,-,128.0,1560.0,24.0,32.79999923706055,12.0,-,83.52941131591797,-,14.640000343322754,2.210935592651367,6.37111234664917,1.2852975130081177,-,-,-0.0730341300368309,-1.0459072589874268,5.0,100.0,45.22932434082031,15.695709228515625
Sun Mar 08 01:02:35 MEZ 2015,08-Mär.-2015 01:02:34.187,6.03813351,50.77415186,6.768493,11.0,265.0,263.9,0.4321534,-9.516354,2.8592753,0.03286475,24.366575241088867,265.0,0.03286474943161011,0.1914653778076172,0.7843137383460999,38.0,-,164.0,1856.0,28.0,41.02000045776367,14.0,-,61.960784912109375,-,14.680000305175781,2.0625340938568115,6.37111234664917,1.2961026430130005,-,-,0.044052332639694214,-0.9700666069984436,5.0,100.0,48.48362350463867,15.695709228515625
Sun Mar 08 01:02:36 MEZ 2015,08-Mär.-2015 01:02:35.203,6.03801819,50.77414395,8.265138,11.0,263.0,266.3,0.76554596,-9.759963,2.40318,0.04658264,29.75449562072754,263.0,0.052290141582489014,0.1496705710887909,43.92156982421875,38.0,-,113.0,1295.5,31.0,18.989999771118164,13.0,-,30.980392456054688,-,14.680000305175781,4.932595252990723,6.35185432434082,1.3042845726013184,-,-,0.07803729921579361,-0.994899332523346,5.0,100.0,20.27312660217285,15.74329662322998
Sun Mar 08 01:02:37 MEZ 2015,08-Mär.-2015 01:02:36.190,6.03786693,50.77414589,9.013878,12.0,264.0,268.1,0.8888474,-10.07121,2.5390508,0.08162004,32.44995880126953,264.0,0.08162003755569458,0.15882271528244019,63.92156982421875,38.0,-,121.0,1373.5,33.0,21.6299991607666,10.0,-,83.52941131591797,-,14.680000305175781,4.609949111938477,6.339322566986084,1.3149563074111938,-,-,0.09060625731945038,-1.0266268253326416,5.0,100.0,21.69202423095703,15.774418830871582
